Domain,Indicator,CD,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Definition,Source
Housing,Total Number of Families on the Public Housing Waiting List,Staten Island CD 2,*,*,*,*,*,*,*,*,*,*,1085,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Staten Island CD 3,*,*,*,*,*,*,*,*,*,*,647,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Staten Island Missing CD,*,*,*,*,*,*,*,*,*,*,2,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Bronx CD 1,*,*,*,*,*,*,4087,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Bronx CD 2,*,*,*,*,*,*,2110,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Bronx CD 3,*,*,*,*,*,*,3852,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Bronx CD 4,*,*,*,*,*,*,6020,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Bronx CD 5,*,*,*,*,*,*,5927,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Bronx CD 6,*,*,*,*,*,*,2940,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Bronx CD 7,*,*,*,*,*,*,4543,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Bronx CD 8,*,*,*,*,*,*,1648,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Bronx CD 9,*,*,*,*,*,*,4506,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Bronx CD 10,*,*,*,*,*,*,1285,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Bronx CD 11,*,*,*,*,*,*,1978,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Bronx CD 12,*,*,*,*,*,*,2620,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Bronx Missing CD,*,*,*,*,*,*,6,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 1,*,*,*,*,*,*,2901,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 2,*,*,*,*,*,*,1326,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 3,*,*,*,*,*,*,3796,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 4,*,*,*,*,*,*,2411,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 5,*,*,*,*,*,*,4843,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 6,*,*,*,*,*,*,915,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 7,*,*,*,*,*,*,1233,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 8,*,*,*,*,*,*,2106,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 9,*,*,*,*,*,*,1739,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 10,*,*,*,*,*,*,827,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 11,*,*,*,*,*,*,2668,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 12,*,*,*,*,*,*,2601,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 13,*,*,*,*,*,*,3462,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 14,*,*,*,*,*,*,2901,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 15,*,*,*,*,*,*,2783,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 16,*,*,*,*,*,*,2963,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Section 8 Wait List,Brooklyn CD 17,*,*,*,*,*,*,2338,*,*,*,*,Total number of families on NYCHA’s Section 8 (Housing Choice Voucher) wait list.,"NYCHA’s Section 8 (Housing Choice Voucher) Wait List Data as of November 9, 2015"
