"UID","Property Name","Lon","Lat","Agency IDs and BBLs","Names","DOF Assessed Value","Delinquencies, Liens and Arrears","Addresses","Serious Violations Issued in 2010","REAC Number","Borough","CD","City Council District","Census Tract","Building Count","Unit Count","Year Built","Owner","Rental/Coop (Tenure)","Agencies","Portfolios","Owner Profit Status","Affordability Restrictions","Start Affordability Restrictions","Status Mitchell-Lama","Start Mitchell-Lama","Status LIHTC","Placed in Service (LIHTC)","Status HUD Project-Based Rental Assistance","Earliest HUD Project-Based Rental Assistance Contract Start","Status HUD Financing & Insurance","Start HUD Financing & Insurance"
,"500627","1405 Fifth Avenue Apartments","-73.946045750361","40.8003005309563","BBL 1-01621-0003;BBL 1-01621-0005;BBL 1-01621-0067;BBL 1-01621-0068;BBL 1-01621-0072;HPD Application 2006-086","1405 Fifth Avenue Apartments",,,"1405 5 AVENUE;3 EAST 115 STREET;6 EAST 116 STREET","0",,"Manhattan","MN11: East Harlem","08","Manhattan 184","7","81","2007","NYC PARTNERSHIP HDFC,","Rental","Department of Housing Preservation & Development","LIHTC 4%","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500629","Vicinitas Hall","-73.8970853724297","40.8455549827219","BBL 2-02924-0038;BBL 2-02924-0039;BBL 2-02924-0042;HPD Application 2006-088;HPD Application 2009-018;SHARS 20090736","Vicinitas Hall","150705",,"4169 THIRD AVENUE;4171 THIRD AVENUE;507 EAST 176 STREET","0",,"Bronx","BX06: Belmont/East Tremont","15","Bronx 375.01","7","68",,"AMBER HOUSING DEVELOP","Rental","Department of Housing Preservation & Development","LIHTC 9%","Non-Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500633","1211 Southern Boulevard","-73.8922395642757","40.8293073837511","BBL 2-02975-0037;HPD Application 2006-112","1211 Southern Blvd;1211 Southern Boulevard;1213 Southern Blvd.;1217 Southern Blvd.","4162257",,"1211 SOUTH SOUTHERN BOULEVARD","0",,"Bronx","BX03: Morrisania/Crotona","17","Bronx 125","1","123","2006","1211 SOUTHERN BLVD LL","Rental","Department of Finance;Department of Housing Preservation & Development;Housing Development Corporation","421a Tax Exemption;LIHTC 4%;Other HDC Mortgage","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500635","Scheuer House","-73.8225038203809","40.7519514710758","BBL 4-05145-0049;HPD Application 2007-001","138-52 Elder Avenue;Scheuer House","4351950",,"138-52 ELDER AVENUE","0",,"Queens","QN07: Flushing/Whitestone","20","Queens 845","1","159","1988","S.H. (KIV) HOUSING DE","Rental","Department of Finance;Department of Housing Preservation & Development;Housing Development Corporation","421a Tax Exemption;LIHTC 4%;Other HDC Mortgage","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500636","Casa 155 West 21St Street","-73.9958499272509","40.7427505342851","BBL 1-00797-0007;BBL 1-00797-0009;HPD Application 2007-002","155 West 21st Street;Casa 155 West 21St Street","13239090",,"155 WEST 21 STREET;163 WEST 21 STREET","0",,"Manhattan","MN04: Clinton/Chelsea","03","Manhattan 87","2","110","2005","155 W. 21ST ST. LLC","Rental","Department of Finance;Department of Housing Preservation & Development;Housing Development Corporation","421a Tax Exemption;LIHTC 4%;Other HDC Mortgage","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500637","East 170Th Street Apartments","-73.9026206564994","40.8344958823791","BBL 2-02925-0042;BBL 2-02925-0048;HPD Application 2007-003","550 East 170th Street;East 170Th Street Apartments","45278",,"1399 FULTON AVENUE;550 EAST 170 STREET","0",,"Bronx","BX03: Morrisania/Crotona","16","Bronx 147","1","98","2008","THE DOE FUND, INC","Rental","Department of Housing Preservation & Development;Housing Development Corporation","LIHTC 4%;Other HDC Mortgage","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500639","All Saints Houses","-73.9363679925977","40.8094602151492","BBL 1-01756-0030;BBL 1-01756-0031;BBL 1-01756-0037;BBL 1-01756-0039;BBL 1-01756-0040;BBL 1-01756-0041;BBL 1-01756-0043;HPD Application 2007-005","1952 Park Av;50 E 132 St;52 E 132 St;53 E 131 St;55 E 131 St;56 E 132 St;57 E 131 St;58 E 132 St;All Saints Houses","1370003",,"1948 PARK AVENUE","0",,"Manhattan","MN11: East Harlem","09","Manhattan 206","8","99","2008","ALL SAINTS HOUSING DE","Rental","Department of Housing Preservation & Development;Housing Development Corporation","LIHTC 4%;Other HDC Mortgage","Non-Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500641","1085 Washington Avenue Apartments","-73.909155970813","40.8279742974351","BBL 2-02387-0029;BBL 2-02387-0032;BBL 2-02387-0034;BBL 2-02387-0036;HPD Application 2007-009","1085 Washington Avenue;1085 Washington Avenue Apartments;450 E 166 Street","3018078",,"1085 WASHINGTON AVENUE","0",,"Bronx","BX03: Morrisania/Crotona","16","Bronx 139","6","90",,"ENTERPRISE HOUSING AL","Rental","Department of Finance;Department of Housing Preservation & Development;Housing Development Corporation","421a Tax Exemption;LIHTC 4%;Other HDC Mortgage","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500642","Bronx Park Apartments","-73.8675792945039","40.8702765702959","BBL 2-04545-0014;HPD Application 2007-010","3035 White Plains Road;Bronx Park Apartments",,,"3035 WHITE PLAINS ROAD","0",,"Bronx","BX12: Williamsbridge/Baychester","12","Bronx 336","1","74","1960","3035 WHITE PLAINS HOU","Rental","Department of Housing Preservation & Development;Housing Development Corporation","LIHTC 4%;Other HDC Mortgage","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500643","Friendly Hands Apartments","-73.9374508735817","40.7988140375594","BBL 1-01783-0001;BBL 1-01783-0012;BBL 1-01783-0013;BBL 1-01783-0014;BBL 1-01783-0015;BBL 1-01783-0016;BBL 1-01783-0117;HPD Application 2007-011","225 East 118th Street;227 East 118th Street;Friendly Hands Apartments","2130206",,,"0",,"Manhattan","MN11: East Harlem","08","Manhattan 188","7","76","2007","FRIENDLY HANDS APARTM","Rental","Department of Housing Preservation & Development;Housing Development Corporation","LIHTC 4%;Other HDC Mortgage","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500646","Atlantic Avenue Apartments","-73.9262116302217","40.6776432692545","BBL 3-01710-0001;BBL 3-01710-0053;BBL 3-01710-0054;BBL 3-01710-0055;BBL 3-01710-0056;BBL 3-01710-0057;BBL 3-01710-0058;BBL 3-01710-0060;BBL 3-01710-0061;BBL 3-01710-0062;BBL 3-01710-0063;BBL 3-01710-0064;BBL 3-01710-0065;BBL 3-01710-0066;BBL 3-01710-0067;BBL 3-01710-0069;HPD Application 2007-014;SHARS 20060632","1821 Atlantic Ave;1821 Atlantic Avenue;1823 Atlantic Ave;1825 Atlantic Avenue;1827 Atlantic Ave;1829 Atlantic Ave;1833 Atlantic Ave;Atlantic Avenue Apartments","10662955",,"1825 ATLANTIC AVENUE","0",,"Brooklyn","BK03: Bedford Stuyvesant","41","Brooklyn 299","16","150",,"ACORN HOUSING 2007 HO","Rental","Department of Housing Preservation & Development;Division of Housing & Community Renewal;Housing Development Corporation","LIHTC 4%;Other HCR Subsidy;Other HDC Mortgage","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500648","Boricua College Site C","-73.9093353744273","40.8235993686318","BBL 2-02367-0026;HPD Application 2007-016","Boricua College Site C","50490",,"3213 3 AVENUE","0",,"Bronx","BX03: Morrisania/Crotona","17","Bronx 141","1","131",,"THE DOE FUND, INC.","Rental","Department of Housing Preservation & Development","LIHTC 4%","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500649","Boricua Village A-2","-73.9099199453891","40.8241597480689","BBL 2-02367-0011;HPD Application 2007-017","508 East 163rd Street;Boricua Village A-2","19638",,"498 EAST 163 STREET","0",,"Bronx","BX03: Morrisania/Crotona","17","Bronx 141","1","85",,"ATLANTIC DEVELOPMENT","Rental","Department of Housing Preservation & Development;Housing Development Corporation","LIHTC 4%;Other HDC Mortgage","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500650","Hogar Garden Plaza","-73.8943573690415","40.8541406850675","BBL 2-03037-0071;BBL 2-03037-0072;BBL 2-03037-0132;HPD Application 2007-020","Hogar Garden Plaza","70596","Listed in 2011's 90 day lien list with overdue property taxes.;Listed in 2011's 90 day lien list with overdue water charges.","2191 WASHINGTON AVENUE","0",,"Bronx","BX06: Belmont/East Tremont","15","Bronx 377","4","48",,"HOGAR HOUSING DEVELOP","Rental","Department of Housing Preservation & Development","LIHTC 9%","Non-Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500651","Cooper & Decatur Cluster","-73.9046613638533","40.688963323378","BBL 3-03448-0005;HPD Application 2007-021","236-240 Moffat Street;240 Moffat Street;Cooper & Decatur Cluster","387450",,"236 MOFFAT STREET","3",,"Brooklyn","BK04: Bushwick","37","Brooklyn 409","3","12","1911","COOPER & DECATUR LIMI","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500652","Cooper & Decatur Cluster","-73.9059641794336","40.6907375141466","BBL 3-03430-0042;HPD Application 2007-022","1281 Decatur Street;Cooper & Decatur Cluster","66339",,"1281 DECATUR STREET","0",,"Brooklyn","BK04: Bushwick","37","Brooklyn 409","1","4","1910","COOPER & DECATUR LIMI","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500653","Cooper & Decatur Cluster","-73.9128759346464","40.6913824846795","BBL 3-03390-0007;HPD Application 2007-023","485 Central Avenue;Cooper & Decatur Cluster","35958",,"485 CENTRAL AVENUE","0",,"Brooklyn","BK04: Bushwick","37","Brooklyn 415","1","6","1915","COOPER & DECATUR LIMI","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500654","Cooper & Decatur Cluster","-73.9063122627436","40.6893763941804","BBL 3-03435-0032;HPD Application 2007-024","618 Wilson Avenue;Cooper & Decatur Cluster","51122",,"618 WILSON AVENUE","0",,"Brooklyn","BK04: Bushwick","37","Brooklyn 411","1","6","1912","COOPER & DECATUR LIMI","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500655","Cooper & Decatur Cluster","-73.9066385279805","40.6881360249696","BBL 3-03441-0011;HPD Application 2007-025","164 Cooper Street;Cooper & Decatur Cluster","39555",,"164 COOPER AVENUE","0",,"Brooklyn","BK04: Bushwick","37","Brooklyn 411","1","4","1906","COOPER & DECATUR LIMI","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500656","Cooper & Decatur Cluster","-73.9064984367285","40.6877543886738","BBL 3-03441-0002;HPD Application 2007-026","653 Central Avenue;Cooper & Decatur Cluster","39555",,"653 CENTRAL AVENUE","0",,"Brooklyn","BK04: Bushwick","37","Brooklyn 411","1","5","1926","COOPER & DECATUR LIMI","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500657","Cooper & Decatur Cluster","-73.9060725123466","40.6906278119911","BBL 3-03430-0044;HPD Application 2007-027","1275 Decatur Street;Cooper & Decatur Cluster","43126",,"1275 DECATUR STREET","1",,"Brooklyn","BK04: Bushwick","37","Brooklyn 409","1","4","1910","COOPER & DECATUR LIMI","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500658","Cooper & Decatur Cluster","-73.9069372118682","40.6885644504664","BBL 3-03435-0051;HPD Application 2007-028","167 Cooper Street;Cooper & Decatur Cluster","41298",,"167 COOPER AVENUE","0",,"Brooklyn","BK04: Bushwick","37","Brooklyn 411","1","6","1906","COOPER & DECATUR LIMI","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500661","Union Ave Cluster","-73.9024343565191","40.818609336011","BBL 2-02676-0065;HPD Application 2007-034","791 Prospect Avenue;Union Ave Cluster","400412",,"791 PROSPECT AVENUE","0",,"Bronx","BX01: Mott Haven/Melrose","17","Bronx 79","1","11","1903","UNION AVENUE CLUSTER,","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500662","Union Ave Cluster","-73.9039130746684","40.8178804835628","BBL 2-02676-0022;HPD Application 2007-035","803 East 156th Street;Union Ave Cluster","51479",,"803 EAST 156 STREET","0",,"Bronx","BX01: Mott Haven/Melrose","17","Bronx 79","1","4","1910","UNION AVENUE CLUSTER,","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","Non-Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500663","Union Ave Cluster","-73.9062673798147","40.8136473246017","BBL 2-02653-0053;HPD Application 2007-036","799 East 150th Street;Union Ave Cluster","1316970",,"799 EAST 150 STREET","0",,"Bronx","BX01: Mott Haven/Melrose","17","Bronx 79","1","22","1906","UNION AVENUE CLUSTER,","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500664","Union Ave Cluster","-73.9038041025583","40.818286610534","BBL 2-02676-0011;HPD Application 2007-037","775 Union Avenue;785 Union Avenue;Union Ave Cluster","67929","Delinquent for over $500 of taxes for at least one year, as of 10/2012","775 UNION AVENUE","0",,"Bronx","BX01: Mott Haven/Melrose","17","Bronx 79","1","10","1901","NEIGHBORHOOD PARTNERS","Rental","Department of Housing Preservation & Development","LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500665","Wales Cluster","-73.9071795074925","40.8149819948334","BBL 2-02643-0053;HPD Application 2007-038","753 East 151st Street;Wales Cluster","328662",,"753 EAST 151 STREET","0",,"Bronx","BX01: Mott Haven/Melrose","17","Bronx 73","2","21","1912","WALES GROUP, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2009","Never",,"Current","2009","Never",,"Never",
,"500666","Wales Cluster","-73.9067675127449","40.8150887063597","BBL 2-02643-0047;HPD Application 2007-039","627 Wales Avenue;Wales Cluster","372576",,"627 WALES AVENUE","0",,"Bronx","BX01: Mott Haven/Melrose","17","Bronx 73","2","30","1913","WALES GROUP, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2009","Never",,"Current","2009","Never",,"Never",
,"500667","Mother Gaston Blvd . Cluster","-73.9081207838544","40.6800895586996","BBL 3-01535-0055;HPD Application 2007-040","213 Hull Street;Mother Gaston Blvd . Cluster","59501",,"213 HULL STREET","0",,"Brooklyn","BK16: Brownsville","37","Brooklyn 369","1","5","1911","NORTON REALTY MG CLUS","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500668","Mother Gaston Blvd . Cluster","-73.9045634980897","40.6767215753024","BBL 3-01574-0022;HPD Application 2007-041","18 Havens Place;Mother Gaston Blvd . Cluster","63631",,"18 HAVENS PLACE","1",,"Brooklyn","BK16: Brownsville","37","Brooklyn 367","1","5","1910","NORTON REALTY MG CLUS","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500669","Mother Gaston Blvd . Cluster","-73.9080497047291","40.6741141372198","BBL 3-01450-0004;HPD Application 2007-042","215 Mother Gaston Boulevard;Mother Gaston Blvd . Cluster","39132",,"215 MOTHER GASTON BOULEVARD","0",,"Brooklyn","BK16: Brownsville","37","Brooklyn 365.02","1","6","1910","NORTON REALTY MG CLUS","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500670","Mother Gaston Blvd . Cluster","-73.9045054732202","40.676960322182","BBL 3-01574-0018;HPD Application 2007-043","1484 Herkimer Street;Mother Gaston Blvd . Cluster","57197","Listed in 2011's 90 day lien list with overdue property taxes.;Listed in 2011's 90 day lien list with overdue water charges.","1484 HERKIMER STREET","3",,"Brooklyn","BK16: Brownsville","37","Brooklyn 367","1","5","1920","NORTON REALTY MG CLUS","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500671","Mother Gaston Blvd . Cluster","-73.916019612314","40.6747899548418","BBL 3-01447-0013;HPD Application 2007-044","2160-62  Dean Street;Mother Gaston Blvd . Cluster","17201",,"2160 DEAN STREET","0",,"Brooklyn","BK16: Brownsville","41","Brooklyn 303","1","6","1910","NORTON REALTY MG CLUS","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500672","Mother Gaston Blvd . Cluster","-73.9148648857398","40.6841240661783","BBL 3-01502-0037;HPD Application 2007-045","790 MacDonough Street;Mother Gaston Blvd . Cluster","68543",,"790 MACDONOUGH STREET","0",,"Brooklyn","BK16: Brownsville","41","Brooklyn 373","1","3","1905","NORTON REALTY MG CLUS","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
